,lemma,en,type,pos,de,note
2053,teːn,3DU,stem,Personal pronoun,3DU,_
2054,teːnki,3DU,stem,Emphatic personal pronoun,3DU,_
2055,teːnut,food,stem,Substantive,Essen,_
2056,teːp,food,stem,Substantive,Speise,M-K 
2057,teːrpij,bait,stem,Substantive,Köder,_
2058,teːtiɣl,_,stem,_,_,_
2059,teːxam,_,stem,_,_,_
2060,teːɣ,_,stem,_,_,_
2061,teːɣ,_,stem,_,_,_
2062,teːɣ,eat,stem,Verb,essen,M-K 636 b
2063,ti,EMPH2,stem,Particle,EMPH2,_
2064,ti,look,stem,Particle,sieh,_
2065,ti,this,stem,Proximal Demonstrative,"diese,r,s",
2066,tii,_,stem,_,_,_
2067,tij,this,stem,Proximal Demonstrative,"diese,r,s",_
2068,tiji,this,stem,Proximal Demonstrative,dies,_
2069,tijt,_,stem,_,_,_
2070,tikem,_,stem,_,_,_
2071,tikeːm,such,stem,Proximal Demonstrative,solcher,K
2072,tilamtapt,let fly,stem,Verb,fliegen lassen,_
2073,timos,meanwhile,stem,Adverb,inzwischen,"mus > B&V 58b, M&K 322a"
2074,tinal,sell,stem,Verb,verkaufen,_
2075,tintl,curry the leather,stem,Verb,Leder bearbeiten,_
2076,tinəŋ,expensive,stem,Adjective,teuer,
2077,tip,lose one's way,stem,Verb,sich verirren,_
2078,tir,sacrificial tree,stem,Substantive,Baum auf dem Opferplatz,_
2079,tist,mourn,stem,Verb,trauern,_
2080,tit,get wet,stem,Verb,nass werden,_
2081,tit,tree trunk,stem,Substantive,Baumstamm,_
2082,tit,here,stem,Adverb,hier,
2083,titti,_,stem,_,_,_
2084,tiws,_,stem,_,_,_
2085,tiws,enough,stem,Interjection,Schluss,_
2086,tiɣ,hither,stem,Adverb,hierhin,_
2087,tiɣil,_,stem,_,_,_
2088,tiɣl,_,stem,_,_,_
2089,tiɣlʲe,(to) here,stem,Adverb,her,M
2090,tiɣlʲe tuwlʲe,back and forth,phrase,Adverb,hin und her,"M&K, 679a"
2091,tiɣəl,from here,stem,Adverb,von hier,Munk
2092,tiː,_,stem,_,_,_
2093,tiːwərt,_,stem,Postposition,_,"M&K 217a, V&B 37b"
2094,tol,_,stem,_,_,_
2095,toliɣ,_,stem,_,_,_
2096,tolmasʲl,translate,stem,Verb,übersetzen,_
2097,tolt,melt,stem,Verb,schmelzen,_
2098,tolɣ,fishing net,stem,Substantive,Zugnetz zum Fischen,M-K 652b
2099,tolɣ,fish with a fishing net,stem,Verb,mit Zuggarn fischen,_
2100,tona,therefore,stem,Particle,darum,_
2101,top,just,stem,Adverb,nur,B&V 121b
2102,tor,linen cloth,stem,Substantive,Leinwand,_
2103,toriɣ,to,stem,Postposition,zu,_
2104,torum,_,stem,_,_,_
2105,torɣamt,to understand,stem,Verb,verstehen,_
2106,torɣen,thoroughly,stem,Adverb,gründlich,_
2107,tot,get,stem,Verb,holen,_
2108,tot,there,stem,Adverb,dort,"Munkácsi-Kálmán, 664b; Balandin/Vahrusheva, 123a"
2109,totil,bring,stem,Verb,bringen,_
2110,totiɣl,_,stem,_,_,_
2111,totəɣl,bring,stem,Verb,bringen,_
2112,tou,_,stem,_,_,_
2113,toul,_,stem,_,_,_
2114,tow,paddle,stem,Verb,rudern,_
2115,towil,diverge,stem,Verb,sich verzweigen,_
2116,towip,branch,stem,Substantive,Verzweigung,_
2117,towl,wing,stem,Substantive,Flügel,"Munkácsi-Kálmán, 668a; Balandin/Vahrusheva, 121a"
2118,towl,_,stem,_,_,_
2119,towlʲ,leather,stem,Substantive,Leder,_
2120,towt,to transport by boat,stem,Verb,mit einem Boot befördern,_
2121,tox,so,stem,Particle,so,
2122,toxalʲiŋ,so,stem,Particle,so,_
2123,toxaŋk,thus,stem,Interjection,so,_
2124,toxr,squeeze into,stem,Verb,reinstopfen,_
2125,toːlmat,break,stem,Verb,zerbrechen,M&K 653a
2126,toːn,that,stem,Determiner,dieser,_
2127,toːnt,then,stem,Particle,dann,_
2128,toːp,_,stem,_,_,_
2129,toːpm,rot,stem,Verb,verfaulen,_
2130,toːrew,bear,stem,Substantive,Bär,M-K 662a
2131,toːrum,_,stem,_,_,_
2132,toːrəm,sky,stem,Substantive,Himmel,_
2133,toːrəm,God,stem,Proper Noun,Gott,_
2134,toːwa,some,stem,Quantifier,einige,_
2135,toːwart,lock,stem,Verb,einsperren,_
2136,toːwl,fill,stem,Verb,voll werden,"M&K 668b, B/V 120b"
2137,toːwt,chew,stem,Verb,kauen,M/K 669b
2138,tuja,_,stem,_,_,_
2139,tuji,summer,stem,Substantive,Sommer,M-K 673 b
2140,tujt,_,stem,_,_,_
2141,tujtip,_,stem,_,_,_
2142,tujtxat,_,stem,_,_,_
2143,tulmax,_,stem,_,_,_
2144,tunra,tundra,stem,Substantive,Tundra,"Munkácsi-Kálmán, 680a"
2145,tup,_,stem,_,_,_
2146,tur,throat,stem,Substantive,Kehle,_
2147,tur-suj,_,stem,_,_,_
2148,turej,white-tailed eagle,stem,Substantive,weißer Adler,M-K 684b
2149,turman,dark,stem,Adjective,finster,_
2150,turmanl,darken,stem,Verb,finster werden,M-K 684a
2151,tursuj,voice,stem,Substantive,Stimme,"tur-suj: Munkácsi-Kálmán, 683a; турсуй: Balandin/Vahrusheva, 126a;"
2152,tus,moustache,stem,Substantive,Schnurrbart,_
2153,tusʲt,_,stem,_,_,_
2154,tuw,pile,stem,Substantive,Faser,_
2155,tuw,there,stem,Adverb,hin,_
2156,tuwl,_,stem,_,_,_
2157,tuwle,_,stem,_,_,_
2158,tuwlʲe,there,stem,Demonstrative,dorthin,
2159,tuwlʲe,there,stem,Particle,dorthin,_
2160,tuwəl,thence,stem,Demonstrative,von.dort,_
2161,tuːit,_,stem,_,_,_
2162,tuːja,spring,stem,Substantive,Frühling,
2163,tuːjt,hide,stem,Verb,verbergen,"Munkácsi-Kálmán, 675a; Balandin/Vahrusheva, 125a"
2164,tuːjt,snow,stem,Substantive,Schnee,_
2165,tuːjtip,abruptly hide,stem,Verb,plötzlich verbergen,
2166,tuːjtiɣlaːsl,hide,stem,Verb,_,_
2167,tuːjtxat,hide,stem,Verb,sich verbergen,
2168,tuːl,bring,stem,Verb,bringen,"B&V 125b, M&K 677b"
2169,tuːlmax,wolverine,stem,Substantive,Vielfraß,B&V 125b
2170,tuːltxat,begin,stem,Verb,anfangen,_
2171,tuːlʲam,Tulyam,stem,Proper Noun,Tuljam,_
2172,tuːlʲam urəŋ ojka,Old man from the Tulyam Mountain,phrase,Proper Noun,Der Alte vom Tuljam Gebirge,_
2173,tuːp,oar,stem,Substantive,Ruder,"B&V 126a, M&K 681b"
2174,tuːp,only just,stem,Adverb,kaum,"&V 126a, M&K 682a"
2175,tuːr,lake,stem,Substantive,See,_
2176,tuːsʲt,place,stem,Verb,stellen,_
2177,tuːsʲtiɣp,set up,stem,Verb,aufstellen,_
2178,tuːwəl,_,stem,_,_,_
2179,tɕelovʲeka,[Ru. human.GEN],stem,Substantive,[Ru.  Mensch.GEN],_
2180,təɣ,_,stem,_,_,_
2181,təɣlaml,fly,stem,Verb,fliegen,_
2182,təɣle,_,stem,_,_,_
2183,təɣli,_,stem,_,_,_
2184,tʲe,_,particle,_,_,_
2185,tʲelʲevʲidʲenʲija,[Ru. television],stem,Substantive,[Ru. Fernsehen],russ.
2186,tʲelʲevʲidʲenʲije,_,stem,_,_,_
2187,tʲelʲevʲizor,[Ru. television],stem,Substantive,[Ru. Fernseher],russ.
2188,tʲexnʲika,[Ru. technology],stem,Substantive,[Ru. Technik],russ.
2189,tʲeːlp,_,stem,_,_,_
2190,tʲeːr,_,stem,_,_,_
2191,tʲins,_,stem,_,_,_
2192,tʲisxat,_,stem,_,_,_
2193,tʲittəɣ,_,stem,_,_,_
2194,tʲiːwr,_,stem,_,_,_
2195,tʲiːwərn,_,stem,_,_,_
2196,ugrovʲedʲenʲija,[Ru. Ugristics],stem,Substantive,[Ru. Ugristik],_
2197,uj,_,stem,_,_,_
2198,uj xul,animal,phrase,Substantive,Tier,_
2199,ujməɣt,swim,stem,Verb,schwimmen,_
2200,ujtxat,dive down,stem,Verb,untertauchen,_
2201,ul,IMP.NEG,stem,Negation Particle,IMP.NEG,_
2202,ul,of course,stem,Particle,natürlich,_
2203,ula,_,stem,_,_,_
2204,ulpə,siberian pine,stem,Substantive,Zirbelkiefer,_
2205,ulta,_,stem,_,_,_
2206,ulta jom,walk through,phrase,Verb,hindurch gehen,_
2207,ulta min,go through,phrase,Verb,hindurch gehen,_
2208,ulta=,across,proclitic,Preverb,hindurch,_
2209,ulʲa,fire,stem,Substantive,Feuer,_
2210,ulʲiw,_,stem,_,_,_
2211,ulʲjiw,_,stem,_,_,_
2212,ulʲuw,firewood,stem,Substantive,Brennholz,_
2213,unl,_,stem,_,_,_
2214,unt,sit down,stem,Verb,sich setzen,_
2215,unt,forest,stem,Substantive,Wald,_
2216,untmit,(signs for marking the) path,stem,Substantive,"Wegzeichen, Weg",_
2217,untt,_,stem,_,_,_
2218,unʲivʲersʲitʲet,[Ru. university],stem,Substantive,[Ru. Universität],_
2219,up,brother-in-law,stem,Substantive,Schwieger,_
2220,ur,manner,stem,Substantive,Art,_
2221,ur,mountain,stem,Substantive,Berg,_
2222,uralʲistʲika,[Ru. uralistics],stem,Substantive,[Ru. Uralistik],_
2223,uram,ridge,stem,Substantive,Bergrücken,_
2224,urim,lean,stem,Adjective,mager,_
2225,urt,portion,stem,Substantive,Anteil,_
2226,urəl,about,stem,Postposition,über,_
2227,us,die,stem,Verb,sterben,_
2228,usaŋ,_,stem,_,_,_
2229,usaŋ oter ojka,_,phrase,_,_,_
2230,usaŋ otər ojka,_,phrase,_,_,_
2231,usəŋ,_,stem,_,_,_
2232,usəŋ oter ojka,_,phrase,_,_,_
2233,usʲ,now,stem,Adverb,jetzt,_
2234,usʲpilneːɣ,especially,stem,Adverb,besonders,_
2235,ut,bark,stem,Verb,bellen,_
2236,ut,_,stem,_,_,_
2237,ut,thing,stem,Substantive,Ding,_
2238,utɕonɨj,[Ru. scholar],stem,Substantive,[Ru. Wissenschaftler],_
2239,uːj,animal,stem,Substantive,Tier,_
2240,uːlam,dress,stem,Substantive,Bekleidung,_
2241,uːlm,_,stem,_,_,_
2242,uːltta,through,stem,Postposition,hindurch,_
2243,uːləm,sleep,stem,Substantive,Schlaf,_
2244,uːmpi,scoop,stem,Substantive,Kelle,_
2245,uːmpi sup,small spoon,phrase,Substantive,Löffelchen,_
2246,uːnl,sit,stem,Verb,sitzen,_
2247,uːnt,sit down,stem,Verb,sich setzen,_
2248,uːntt,place,stem,Verb,stellen,_
2249,uːntt,build,stem,Verb,zimmern,_
2250,uːr,herd,stem,Verb,hüten,_
2251,uːrel,watch,stem,Verb,hüten,_
2252,uːrmiɣt,hold,stem,Verb,halten,_
2253,uːrxat,wait,stem,Verb,warten,_
2254,uːs,city,stem,Substantive,Stadt,_
2255,uːsliɣt,threaten,stem,Verb,drohen,_
2256,uːsəŋ,fenced in,stem,Adjective,eingezäunt,_
2257,uːsəŋ oːtər oːjka,Prince of the town,phrase,Proper Noun,Stadtfürst,_
2258,uːt,bark,stem,Verb,_,_
2259,uːt,_,stem,_,_,_
2260,valʲentʲina,Valentina,stem,Proper Noun,Valentina,_
2261,veber,Weber,stem,Proper Noun,Weber,_
2262,vengr,[Ru. Hungarian],stem,Adjective,[Ru. Ungar],_
2263,vʲengʲerskʲij,[Ru. Hungarian],stem,Adjective,[Ru. ungarisch],_
2264,waps,_,stem,_,_,_
2265,war,_,stem,_,_,_
2266,warim,_,stem,_,_,_
2267,warmalʲ,_,stem,_,_,_
2268,warxat,_,stem,_,_,_
2269,was,_,stem,_,_,_
2270,waseɣ,_,stem,_,_,_
2271,wassəɣ,_,stem,_,_,_
2272,wasəɣ,_,stem,_,_,_
2273,wat,_,stem,_,_,_
2274,wata,_,stem,_,_,_
2275,wati,_,stem,_,_,_
2276,watʲi,_,stem,_,_,_
2277,waŋən,_,stem,_,_,_
2278,waɣ,_,stem,Verb,_,_
2279,waɣl,descend,stem,Verb,herabsteigen,M-K 713 a
2280,waɣlap,_,stem,_,_,_
2281,waɣlt,deflate,stem,Verb,herablassen,_
2282,waːj,socks,stem,Substantive,Strumpfhose,M-K 714a
2283,waːjim,clearly,stem,Adverb,eindeutig,_
2284,waːntaːl,_,stem,_,_,_
2285,waːntl,migrate,stem,Verb,wandern,M-K 716 b
2286,waːntt,lead,stem,Verb,führen,_
2287,waːps,son-in-law,stem,Substantive,Schwiegersohn,"Munkácsi-Kálmán, 717b"
2288,waːr,make,stem,Verb,machen,Balandin-Vakhusheva 22;  Munkácsi-Kálmán 718; Kálmán 1963 (ChrVog) 94
2289,waːr,_,stem,_,_,_
2290,waːrap,accomplish,stem,Verb,schaffen,M&K 719b
2291,waːriɣl,occur,stem,Verb,sich ereignen,_
2292,waːrmalʲ,thing,stem,Substantive,Sache,
2293,waːrs,_,stem,_,_,_
2294,waːrxat,become,stem,Verb,zu etwas werden,M-K 719a
2295,waːs,SUP,stem,Particle,SUP,_
2296,waːs,wild duck,stem,Substantive,Wildente,Balandin-Vakhusheva 22;  Munkácsi-Kálmán 720;
2297,waːssiɣ,anymore,stem,Particle,mehr,_
2298,waːsəɣ,_,stem,_,_,_
2299,waːsɣ,_,stem,_,_,_
2300,waːt,thirty,stem,Cardinal numeral,dreißig,_
2301,waːta,bank,stem,Substantive,Ufer,Balandin-Vakhusheva 22;  Munkácsi-Kálmán 721; Kálmán 1963 (ChrVog) 94
2302,waːtʲ,_,stem,_,_,_
2303,waːtʲa,_,stem,_,_,_
2304,waːtʲi,short,stem,Adjective,kurz,_
2305,waːtʲi,a short time,stem,Adverb,eine kurze Zeit,_
2306,waːtʲixal,often,stem,Adverb,oft,_
2307,waːŋən,shoulder,stem,Substantive,Schulter,_
2308,waːŋən xum,assistant,phrase,Substantive,Helfer,_
2309,waːɣ,know,stem,Verb,wissen,_
2310,waːɣ,_,stem,_,_,_
2311,waːɣ,strenght,stem,Substantive,Kraft,_
2312,waːɣena,_,stem,_,_,_
2313,waːɣl,descend,stem,Verb,herabsteigen,_
2314,waːɣlap,pull strap,stem,Substantive,Zugriemen,_
2315,waːɣliɣp,_,stem,_,_,_
2316,waːɣləp,abruptly lower,stem,Verb,sich plötzlich herablassen,M/K 713b
2317,waːɣləɣp,_,stem,_,_,_
2318,waːɣtaːl,weak,stem,Adjective,kraftlos,_
2319,wek,"maybe, certainly",stem,Adverb,"vielleicht, gewiss",_
2320,weriɣt,_,stem,_,_,_
2321,werm,_,stem,_,_,_
2322,weːk,certainly,stem,Particle,gewiss,M-K 723a
2323,weːrit,trust,stem,Verb,vertrauen,_
2324,weːrm,be able to,stem,Verb,können,_
2325,weːtra,bucket,stem,Substantive,Eimer,M&K 725
2326,weːtra,_,stem,_,_,_
2327,wi,take,stem,Verb,nehmen,_
2328,wijər,_,stem,_,_,_
2329,wilʲt,face,stem,Substantive,Gesicht,_
2330,wina,firewater,stem,Substantive,Branntwein,M-K 727 a
2331,winawot,crime,stem,Substantive,Verbrechen,_
2332,winawoːt,_,stem,_,_,_
2333,wit,water,stem,Substantive,Wasser,_
2334,wiɣr,red,stem,Adjective,rot,_
2335,wiɣər,_,stem,_,_,_
2336,wiːlʲt,_,stem,_,_,_
2337,wo,_,stem,_,_,_
2338,woj,fat,stem,Substantive,Fett,_
2339,wojkan,white,stem,Adjective,weiß,_
2340,wonʲsʲal,just,stem,Adverb,bloß,_
2341,wor,_,stem,_,_,_
2342,worat,try,stem,Verb,versuchen,_
2343,wori,force,stem,Substantive,Gewalt,_
2344,woriŋ,violent,stem,Adjective,gewaltsam,_
2345,wos,HORT,stem,Particle,HORT,_
2346,wossəɣ,at all,stem,Particle,mehr,M-K 721a
2347,wosʲkas,throw,stem,Verb,werfen,B/V 26a; M/K 740a
2348,wotint,send for,stem,Verb,"rufen, bitten",M-K 743a
2349,wow,_,stem,_,_,_
2350,woŋxa,_,stem,Substantive,_,_
2351,woːlʲ,stream pool,stem,Substantive,Flussstrecke,_
2352,woːntər,European otter,stem,Proper Noun,Fischotter,_
2353,woːr,forest,stem,Substantive,Wald,_
2354,woːr jiw,forest,phrase,Substantive,Wald,_
2355,woːr xum,man living in the forests,phrase,Substantive,im Wald lebender Mann,_
2356,woːraj,hunt,stem,Verb,jagen,_
2357,woːrtoːlnaːsʲ,_,stem,Substantive,_,_
2358,woːrtoːlnut,bear,stem,Substantive,Bär,_
2359,woːrut,forest spirit,phrase,Substantive,Waldgeist,B-V 25b
2360,woːw,call,stem,Verb,rufen,Balandin-Vakhusheva 23;  Munkácsi-Kálmán 744; Kálmán 1963 (ChrVog) 95
2361,woːwinʲt,invite,stem,Verb,einladen,_
2362,woːŋxa,pit,stem,Substantive,Grube,_
2363,wusʲkas,throw,stem,Verb,zu Boden werfen,M-K 740a
2364,wusʲkasal,throw once,stem,Verb,einmal hinschlagen,M-K 740a
2365,xajt,run,stem,Verb,laufen,_
2366,xajtal,court,stem,Verb,freien,_
2367,xajtiɣt,run around,stem,Verb,herumlaufen,_
2368,xajtup,_,stem,_,_,_
2369,xal,middle,stem,Substantive,Mitte,_
2370,xalit,split,stem,Verb,spalten,_
2371,xaln,among,stem,Postposition,zwischen,_
2372,xalnəl,out of,stem,Postposition,heraus,_
2373,xan,hang,stem,Verb,hängen,_
2374,xans,write,stem,Verb,schreiben,_
2375,xansaŋ,coloured,stem,Adjective,bunt,_
2376,xansʲ,_,stem,_,_,_
2377,xanti,Khanty,stem,Proper Noun,Chanti,_
2378,xanuj,stick,stem,Verb,festkleben,_
2379,xanuwj,stick,stem,Verb,festkleben,_
2380,xanʲisʲt,teach,stem,Verb,lehren,_
2381,xanʲisʲtaxt,learn,stem,Verb,lernen,_
2382,xanʲs,_,stem,_,_,_
2383,xanʲsʲ,know,stem,Verb,wissen,_
2384,xap,_,stem,_,_,_
2385,xarit,extinguish,stem,Verb,auslöschen,_
2386,xariɣt,_,stem,_,_,_
2387,xart,drag,stem,Verb,zerren,_
2388,xarumt,_,stem,_,_,_
2389,xasap,bed curtain,stem,Substantive,Bettvorhang,_
2390,xasil,_,phrase,_,_,_
2391,xasil kʷaləɣ,rope of a sledge,phrase,Substantive,Strick am Schlitten,_
2392,xassumt,_,stem,_,_,_
2393,xassumtaxt,flinch,stem,Verb,zusammenzucken,_
2394,xassəmt,start pulling,stem,Verb,zu ziehen anfangen,_
2395,xasumt,_,stem,_,_,_
2396,xasʲ-xasʲ-xasʲ,"well, well, well",stem,Interjection,"Ei, ei, ei",_
2397,xasʲtaːl,unknown,stem,Adjective,unbekannt,_
2398,xasʲxat,be visible,stem,Verb,zu sehen sein,_
2399,xaŋx,_,stem,_,_,_
2400,xaːit,_,stem,_,_,_
2401,xaːjt,_,stem,_,_,_
2402,xaːjtup,bridge,stem,Substantive,Brücke,_
2403,xaːl,_,stem,_,_,_
2404,xaːlʲ,birch,stem,Substantive,Birke,_
2405,xaːlʲpiɣ,young birch tree,stem,Substantive,junge Birke,_
2406,xaːp,boat,stem,Substantive,Boot,_
2407,xaːr,being,stem,Substantive,Wesen,_
2408,xaːrt,_,stem,_,_,_
2409,xaːs,tie down,stem,Verb,zubinden,_
2410,xaːs,know,stem,Verb,können,_
2411,xaːsil kʷalɣəl,_,phrase,Substantive,_,_
2412,xaːssit,become mouldy,stem,Verb,schimmelig werden,_
2413,xaːŋx,climb,stem,Verb,hinaufgehen,_
2414,xoi,_,stem,_,_,_
2415,xoitəl,fast,stem,Adverb,schnell,_
2416,xol,end,stem,Verb,zu Ende gehen,_
2417,xola,carrion,stem,Substantive,Aas,_
2418,xolit,the next day,stem,Adverb,am nächsten Tag,_
2419,xolitan,in the morning,stem,Adverb,in der Früh,_
2420,xolʲt,as,stem,Particle,wie,_
2421,xomi,with the face,stem,Adverb,mit dem Gesicht,_
2422,xoml,devil,stem,Substantive,Teufel,_
2423,xomləɣ,beetle,stem,Substantive,Käfer,_
2424,xon,_,stem,Verb,_,_
2425,xon,tsar,stem,Substantive,Zar,_
2426,xonal,once,stem,Adverb,einmal,_
2427,xont,_,stem,_,_,_
2428,xont,host,stem,Substantive,Heer,_
2429,xont,_,stem,_,_,_
2430,xopəlt,knock,stem,Verb,klopfen,_
2431,xor,dried chopped fish,stem,Substantive,getrockneter aufgeschnittener Fisch,_
2432,xoram,adornment,stem,Substantive,Zierde,_
2433,xort,bark,stem,Verb,bellen,_
2434,xortxan,buzzard,stem,Substantive,Bussard,_
2435,xos,_,stem,_,_,_
2436,xosa,long,stem,Adjective,lang,_
2437,xosa,a long time,stem,Adverb,lange,_
2438,xosan,into the distance,stem,Adverb,in die Ferne,_
2439,xosat,far away,stem,Adverb,weit,_
2440,xosit,along,stem,Postposition,entlang,_
2441,xosixat,fling,stem,Verb,sprudeln,_
2442,xosuwl,lash,stem,Verb,festzurren,_
2443,xosɣu,sweep,stem,Verb,kehren,_
2444,xot,which,stem,Interrogative pronoun,"welche,r,s",_
2445,xot almai,take out,phrase,Verb,herausnehmen,_
2446,xot ke pəl,_,phrase,_,_,_
2447,xot kepəl,somehow,phrase,Adverb,irgendwie,_
2448,xot kʷaːl,go away,phrase,Verb,weggehen,_
2449,xot leɣmat,pull out,phrase,Verb,zücken,_
2450,xot li,throw away,phrase,Verb,wegwerfen,_
2451,xot mus,_,phrase,_,_,_
2452,xot nujiɣ,flense,phrase,Verb,schinden,_
2453,xot nujiɣ,_,phrase,_,_,_
2454,xot ojap,escape,phrase,Verb,davon flüchten,_
2455,xot per,turn away,phrase,Verb,weg drehen,_
2456,xot peːst,to peel off,phrase,Verb,loslösen,_
2457,xot peːstel,disengage,phrase,Verb,freimachen,_
2458,xot roxt,frighten,phrase,Verb,erschrecken,_
2459,xot sʲaras,burn,phrase,Verb,brennen,_
2460,xot tip,get lost,phrase,Verb,sich verirren,_
2461,xot tujtxat,hide,phrase,Verb,sich verbergen,_
2462,xot tuːjt,hide,phrase,Verb,verbergen,_
2463,xot tuːjtiɣlaːsl,hide,phrase,Verb,verbergen,_
2464,xot xariɣt,extinguish,phrase,Verb,auslöschen,_
2465,xot xosɣu,sweep,phrase,Verb,kehren,_
2466,xot=,apart,proclitic,Preverb,auseinander,
2467,xotal,_,stem,_,_,_
2468,xotalʲ,where,stem,Interrogative pronoun,wohin,_
2469,xotalʲ oːlne,wherever it may be,phrase,Adjective,wo es auch sei,_
2470,xotaŋ,swan,stem,Substantive,Schwan,_
2471,xoti,which,stem,Interrogative pronoun,welcher,_
2472,xotjut,who,stem,Interrogative pronoun,wer,B&V 141b
2473,xotmus,somehow,stem,Adverb,irgendwie,_
2474,xotpa,_,stem,_,_,_
2475,xottalʲ,to somewhere,stem,Adverb,irgendwohin,B&V 141
2476,xottʲut,_,stem,_,_,_
2477,xotəl,where from,stem,Adverb,woher,_
2478,xotəm,somehow,stem,Adverb,irgendwie,_
2479,xotʲut,_,stem,_,_,_
2480,xout,spruce,stem,Substantive,Fichte,_
2481,xowt,fir,stem,Substantive,Tanne,"M&K 115a, B&V 136b"
2482,xoŋxa,_,stem,_,_,_
2483,xoŋxsa,pipe,stem,Substantive,Pfeife,_
2484,xoŋxsa,_,stem,_,_,_
2485,xoː,who,stem,Interrogative pronoun,wer,_
2486,xoːj,hit,stem,Verb,treffen,M-K 95a
2487,xoːl,_,stem,_,_,_
2488,xoːl,die,stem,Verb,sterben,_
2489,xoːla,corpse,stem,Substantive,Leiche,_
2490,xoːlʲt,_,stem,_,_,_
2491,xoːn,czar,stem,Substantive,Kaiser,_
2492,xoːnt,_,stem,_,_,_
2493,xoːnt,find,stem,Verb,finden,_
2494,xoːnt,_,stem,_,_,_
2495,xoːntel,hear,stem,Verb,hören,_
2496,xoːntl,to be at war,stem,Verb,Krieg führen,M-K 104b
2497,xoːntlaxt,wage war,stem,Verb,Krieg führen,_
2498,xoːntxat,meet,stem,Verb,sich treffen,_
2499,xoːp,_,stem,_,_,_
2500,xoːpt,reindeer ox,stem,Substantive,Rentierochs,_
2501,xoːt,six,stem,Cardinal numeral,sechs,_
2502,xoːt,where,stem,Interrogative pronoun,wo,_
2503,xoːtal,sun,stem,Substantive,Sonne,Balandin-Vakhusheva 140;  Munkácsi-Kálmán 112; Kálmán 1963 (ChrVog) 78
2504,xoːtl,dawn,stem,Verb,Tag werden,_
2505,xoːtpa,someone,stem,Indefinite pronoun,jemand,
2506,xoːtta,somewhere,stem,Adverb,irgendwo,_
2507,xoːtəl,_,stem,_,_,_
2508,xoːwt,_,stem,_,_,_
2509,xoːwt sʲaxəl,pine forest,phrase,Substantive,Tannenwald,_
2510,xoːŋxa,who,stem,Interrogative pronoun,wer,_
2511,xuj,lie,stem,Verb,liegen,Balandin-Vakhusheva 145;  Munkácsi-Kálmán 116; Kálmán 1963 (ChrVog) 78
2512,xujipt,lay,stem,Verb,legen,_
2513,xujipt,_,stem,_,_,_
2514,xujiɣp,_,stem,_,_,_
2515,xujt,_,stem,_,_,_
2516,xujəɣp,sleep,stem,Verb,schlafen,MK 117
2517,xujəɣpaːl,sleep,stem,Verb,schlafen,"MK 117, BV 29"
2518,xul,_,stem,_,_,_
2519,xul,_,stem,_,_,_
2520,xuliɣl,appear,stem,Verb,auftauchen,_
2521,xuləɣl,_,stem,_,_,_
2522,xulʲ,_,stem,_,_,_
2523,xulʲiɣt,lift,stem,Verb,heraufheben,_
2524,xulʲt,_,stem,_,_,_
2525,xum,man,stem,Substantive,Mann,Balandin-Vakhusheva 143;  Munkácsi-Kálmán 122; Kálmán 1963 (ChrVog) 78
2526,xumle,_,stem,_,_,_
2527,xumlʲe,like,stem,Coordinating conjunction,so wie,_
2528,xumlʲe,_,stem,_,_,_
2529,xummus,_,stem,_,_,_
2530,xumus,how,stem,Interrogative pronoun,wie,Balandin-Vakhusheva 144;  Munkácsi-Kálmán 91; Kálmán 1963 (ChrVog) 78
2531,xumuːs,_,stem,_,_,_
2532,xunt,backpack,stem,Substantive,Ranzen,_
2533,xuntaml,_,stem,_,_,_
2534,xuntl,hear,stem,Verb,hören,Balandin 144a
2535,xunʲ,perhaps,stem,Particle,vielleicht,_
2536,xunʲ,when,stem,Interrogative pronoun,wann,"M&K 125b, B/V 144b"
2537,xuraxl,dread,stem,Verb,fürchten,_
2538,xuri,shape,stem,Substantive,Gestalt,_
2539,xuri,deck,stem,Substantive,Verdeck,_
2540,xuril,in the shape of,stem,Postposition,in der Gestalt,Munkácsi-Kálmán 128
2541,xurip,alike,stem,Postposition,mit Gestalt von,_
2542,xuriɣ,_,stem,_,_,_
2543,xurm,_,stem,_,_,_
2544,xurmit,_,stem,_,_,_
2545,xurum,_,stem,_,_,_
2546,xurǝm,_,stem,_,_,_
2547,xurəm,_,stem,_,_,_
2548,xurəɣ,sack,stem,Substantive,Sack,_
2549,xusap,cage,stem,Substantive,Käfig,_
2550,xusl,cleave,stem,Verb,sich spalten,M-K 129 b
2551,xuwɣ,buzz,stem,Verb,sausen,_
2552,xuːl,live in abundance,stem,Verb,in Reichtum leben,_
2553,xuːl,hear,stem,Verb,hören,"M&K, 100b"
2554,xuːl,fish,stem,Substantive,Fisch,_
2555,xuːl,leave behind,stem,Verb,verlassen,_
2556,xuːlmiɣt,spend the night,stem,Verb,übernachten,_
2557,xuːlt,show,stem,Verb,zeigen,_
2558,xuːləɣl,listen to,stem,Verb,hören,Balandin 143
2559,xuːlʲiɣt,_,stem,_,_,_
2560,xuːlʲm,ash,stem,Substantive,Asche,"B/V 142b, M/K 121a"
2561,xuːlʲt,stay,stem,Verb,bleiben,Balandin-Vakhusheva 143;  Munkácsi-Kálmán
2562,xuːlʲum,_,stem,_,_,_
2563,xuːn,scoop out,stem,Verb,schöpfen,"M/K 124b, B/V 144a"
